,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,internet_service_type_id,internet_service_type,contract_type_id,contract_type,payment_type_id,payment_type
152,1376-HHBDV,Female,0,No,No,30,Yes,No,1,Yes,No,No,No,No,No,1,Yes,2,48.8,1536.75,No,1,DSL,1,Month-to-month,2,Mailed check
153,1395-OFUWC,Male,0,Yes,Yes,43,No,No phone service,1,No,Yes,No,No,No,No,1,No,4,29.3,1224.05,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
154,1399-UBQIU,Male,0,No,No,11,Yes,No,1,No,No,Yes,No,Yes,Yes,1,Yes,1,69.35,712.25,No,1,DSL,1,Month-to-month,1,Electronic check
155,1406-PUQVY,Male,0,No,Yes,1,Yes,No,1,No,Yes,No,No,No,No,1,Yes,1,49.9,49.9,No,1,DSL,1,Month-to-month,1,Electronic check
156,1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,1,Yes,No,Yes,Yes,No,Yes,1,Yes,4,71.35,515.75,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
157,1432-FPAXX,Female,0,No,No,29,No,No phone service,1,No,Yes,No,No,No,No,1,Yes,1,30.6,856.35,Yes,1,DSL,1,Month-to-month,1,Electronic check
158,1436-ZMJAN,Female,0,Yes,No,10,Yes,No,1,No,No,Yes,No,Yes,Yes,1,Yes,4,67.8,653.15,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
159,1442-BQPVU,Female,0,No,No,13,No,No phone service,1,No,Yes,No,No,No,No,1,No,1,29.15,357.15,No,1,DSL,1,Month-to-month,1,Electronic check
160,1452-XRSJV,Female,0,Yes,Yes,39,Yes,No,1,Yes,No,No,No,No,No,1,No,4,51.05,2066,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
161,1453-RZFON,Female,0,No,Yes,1,Yes,No,1,Yes,No,No,No,No,No,1,No,2,49.9,49.9,No,1,DSL,1,Month-to-month,2,Mailed check
162,1456-TWCGB,Male,0,No,No,4,Yes,No,1,No,Yes,No,No,No,No,1,No,2,49.25,208.45,No,1,DSL,1,Month-to-month,2,Mailed check
163,1465-LNTLJ,Male,1,Yes,No,8,Yes,No,1,No,No,Yes,Yes,No,Yes,1,Yes,4,64.4,581.7,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
164,1471-GIQKQ,Female,0,No,No,1,Yes,No,1,No,Yes,No,No,No,No,1,No,1,49.95,49.95,No,1,DSL,1,Month-to-month,1,Electronic check
165,1478-VPOAD,Female,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,No,1,43.8,43.8,No,1,DSL,1,Month-to-month,1,Electronic check
166,1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,1,No,1,85.7,4616.1,No,1,DSL,1,Month-to-month,1,Electronic check
167,1496-GGSUK,Female,1,No,No,1,No,No phone service,1,No,No,No,No,No,No,1,Yes,2,25.7,25.7,Yes,1,DSL,1,Month-to-month,2,Mailed check
168,1501-SGHBW,Male,0,No,No,2,Yes,No,1,No,No,No,No,No,No,1,No,2,45.85,81,Yes,1,DSL,1,Month-to-month,2,Mailed check
169,1518-OMDIK,Male,0,Yes,No,33,Yes,No,1,No,No,No,No,No,No,1,Yes,4,44.55,1462.6,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
170,1518-VOWAV,Female,0,No,No,9,Yes,No,1,Yes,Yes,No,No,Yes,Yes,1,Yes,1,74.65,703.55,Yes,1,DSL,1,Month-to-month,1,Electronic check
171,1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,1,Yes,No,No,No,Yes,No,1,No,3,40.65,2070.75,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
172,1536-HBSWP,Female,0,No,No,1,Yes,No,1,No,No,No,Yes,No,No,1,Yes,1,49.9,49.9,No,1,DSL,1,Month-to-month,1,Electronic check
173,1541-ETJZO,Male,0,No,No,1,Yes,Yes,1,No,No,Yes,Yes,No,No,1,No,2,62.05,62.05,Yes,1,DSL,1,Month-to-month,2,Mailed check
174,1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,1,No,Yes,No,Yes,No,No,1,Yes,2,58.5,224.85,No,1,DSL,1,Month-to-month,2,Mailed check
175,1559-DTODC,Male,0,No,No,19,No,No phone service,1,No,No,No,No,No,No,1,Yes,3,25.15,468.35,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
176,1564-HJUVY,Male,0,No,No,4,Yes,No,1,No,Yes,No,Yes,Yes,No,1,Yes,3,63.75,226.2,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
177,1575-KRZZE,Female,0,No,No,4,Yes,No,1,Yes,Yes,No,No,No,No,1,No,1,55.2,220.65,No,1,DSL,1,Month-to-month,1,Electronic check
178,1582-RAFML,Male,0,No,No,1,Yes,Yes,1,No,Yes,No,Yes,No,No,1,No,2,60.1,60.1,Yes,1,DSL,1,Month-to-month,2,Mailed check
179,1585-MQSSU,Male,0,No,No,17,Yes,No,1,No,No,No,Yes,No,No,1,No,2,51.5,900.5,Yes,1,DSL,1,Month-to-month,2,Mailed check
180,1589-AGTLK,Male,0,No,No,3,Yes,No,1,No,No,No,No,No,No,1,Yes,1,45.35,141.5,Yes,1,DSL,1,Month-to-month,1,Electronic check
181,1596-OQSPS,Female,0,No,No,11,Yes,No,1,No,Yes,No,No,No,No,1,No,1,51.1,531.15,No,1,DSL,1,Month-to-month,1,Electronic check
182,1597-FZREH,Female,0,No,No,2,Yes,No,1,No,No,Yes,Yes,Yes,Yes,1,No,1,76.4,160.8,Yes,1,DSL,1,Month-to-month,1,Electronic check
183,1600-DILPE,Female,0,No,No,12,Yes,No,1,No,No,No,No,No,No,1,Yes,3,45.0,524.35,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
184,1612-EOHDH,Female,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,No,1,45.15,45.15,Yes,1,DSL,1,Month-to-month,1,Electronic check
185,1629-DQQVB,Female,0,No,No,14,Yes,No,1,Yes,No,No,No,No,No,1,No,3,50.1,709.5,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
186,1635-FJFCC,Female,0,No,No,5,Yes,No,1,No,No,No,No,No,No,1,Yes,4,44.05,202.15,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
187,1636-NTNCO,Male,1,No,No,4,No,No phone service,1,No,Yes,No,No,Yes,Yes,1,Yes,4,50.95,207.35,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
188,1660-HSOOQ,Male,0,No,No,1,Yes,No,1,No,No,Yes,No,No,No,1,Yes,2,49.65,49.65,Yes,1,DSL,1,Month-to-month,2,Mailed check
189,1666-JZPZT,Male,0,No,No,27,Yes,Yes,1,No,No,No,No,No,No,1,No,2,49.0,1291.35,No,1,DSL,1,Month-to-month,2,Mailed check
190,1684-FLBGS,Female,0,Yes,Yes,23,Yes,Yes,1,No,Yes,No,Yes,Yes,No,1,Yes,4,69.5,1652.1,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
191,1685-VAYJF,Male,0,No,No,11,Yes,No,1,No,No,No,No,No,No,1,No,4,45.2,492,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
192,1697-BCSHV,Female,0,Yes,Yes,58,Yes,Yes,1,No,Yes,No,No,Yes,No,1,Yes,3,66.8,3970.4,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
193,1697-NVVGY,Male,1,Yes,No,19,Yes,No,1,Yes,No,Yes,No,Yes,No,1,No,3,66.4,1286.05,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
194,1702-CCFNJ,Male,0,Yes,No,52,Yes,Yes,1,No,Yes,No,Yes,No,No,1,No,3,61.35,3169.55,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
195,1703-MGIAB,Female,0,No,No,17,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,2,69.0,1108,No,1,DSL,1,Month-to-month,2,Mailed check
196,1728-BQDMA,Female,0,No,No,2,Yes,No,1,No,No,No,No,No,No,1,No,1,44.45,82.7,No,1,DSL,1,Month-to-month,1,Electronic check
197,1730-VFMWO,Female,0,Yes,No,34,Yes,No,1,No,No,No,Yes,No,No,1,No,3,50.2,1815.3,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
198,1740-CSDJP,Male,0,No,No,1,No,No phone service,1,No,No,No,No,No,Yes,1,Yes,3,35.25,35.25,Yes,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
199,1750-CSKKM,Male,0,No,Yes,9,Yes,No,1,No,No,No,No,Yes,No,1,No,1,55.35,449.75,Yes,1,DSL,1,Month-to-month,1,Electronic check
200,1763-WQFUK,Male,0,No,No,3,Yes,No,1,No,No,No,Yes,No,No,1,Yes,2,50.5,147.75,No,1,DSL,1,Month-to-month,2,Mailed check
201,1767-TGTKO,Female,0,Yes,Yes,8,Yes,No,1,No,No,No,No,No,No,1,Yes,1,45.45,411.75,No,1,DSL,1,Month-to-month,1,Electronic check
202,1768-HNVGJ,Female,1,No,No,45,Yes,Yes,1,Yes,No,No,Yes,No,Yes,1,Yes,1,70.05,3062.45,No,1,DSL,1,Month-to-month,1,Electronic check
203,1768-ZAIFU,Female,1,No,No,1,No,No phone service,1,No,No,No,No,No,No,1,Yes,1,25.2,25.2,Yes,1,DSL,1,Month-to-month,1,Electronic check
204,1777-JYQPJ,Male,0,No,No,2,No,No phone service,1,No,No,No,No,No,No,1,No,2,24.3,38.45,No,1,DSL,1,Month-to-month,2,Mailed check
205,1791-PQHBB,Female,0,No,Yes,2,Yes,No,1,Yes,No,No,No,No,Yes,1,Yes,4,61.2,125.95,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
206,1794-HBQTJ,Female,0,No,No,1,Yes,No,1,Yes,No,No,No,No,No,1,Yes,4,48.6,48.6,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
207,1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,1,No,No,Yes,Yes,No,No,1,Yes,3,59.65,867.1,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
208,1803-BGNBD,Female,0,No,No,12,Yes,No,1,No,Yes,No,Yes,No,No,1,Yes,1,54.3,654.5,No,1,DSL,1,Month-to-month,1,Electronic check
209,1809-DMJHQ,Female,0,No,Yes,5,Yes,No,1,No,No,No,No,No,No,1,No,2,46.0,221.7,Yes,1,DSL,1,Month-to-month,2,Mailed check
210,1810-MVMAI,Male,0,Yes,Yes,30,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,1,No,1,67.6,2000.2,No,1,DSL,1,Month-to-month,1,Electronic check
211,1816-FLZDK,Male,0,No,No,1,No,No phone service,1,No,No,No,Yes,No,No,1,No,2,29.15,29.15,No,1,DSL,1,Month-to-month,2,Mailed check
212,1845-ZLLIG,Male,0,No,No,1,Yes,No,1,No,Yes,No,No,No,No,1,Yes,2,50.15,50.15,No,1,DSL,1,Month-to-month,2,Mailed check
213,1848-LBZHY,Female,0,Yes,No,7,Yes,No,1,Yes,No,No,No,No,No,1,Yes,3,50.3,355.1,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
214,1849-RJYIG,Female,0,No,No,8,Yes,No,1,Yes,No,No,No,Yes,No,1,Yes,1,60.0,487.75,No,1,DSL,1,Month-to-month,1,Electronic check
215,1852-XEMDW,Male,0,No,No,22,Yes,Yes,1,Yes,Yes,Yes,No,No,No,1,No,2,65.05,1427.55,No,1,DSL,1,Month-to-month,2,Mailed check
216,1853-ARAAQ,Female,0,No,No,26,No,No phone service,1,No,No,Yes,No,Yes,Yes,1,Yes,4,50.35,1277.5,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
217,1862-SKORY,Female,1,Yes,No,40,No,No phone service,1,No,Yes,No,No,Yes,No,1,Yes,1,39.3,1637.4,Yes,1,DSL,1,Month-to-month,1,Electronic check
218,1895-QTKDO,Female,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,No,4,43.95,43.95,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
219,1907-YLNYW,Male,0,No,No,8,Yes,No,1,Yes,No,Yes,No,No,Yes,1,Yes,1,66.7,579,No,1,DSL,1,Month-to-month,1,Electronic check
220,1919-RTPQD,Male,0,Yes,Yes,7,Yes,No,1,No,No,No,No,No,No,1,No,1,44.75,333.65,No,1,DSL,1,Month-to-month,1,Electronic check
221,1928-BXYIV,Male,0,No,No,1,Yes,Yes,1,Yes,Yes,No,No,No,No,1,No,1,61.15,61.15,No,1,DSL,1,Month-to-month,1,Electronic check
222,1942-OQFRW,Male,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,No,1,44.0,44,No,1,DSL,1,Month-to-month,1,Electronic check
223,1958-RNRKS,Male,0,Yes,No,30,Yes,Yes,1,No,No,No,No,No,No,1,No,1,49.9,1441.95,No,1,DSL,1,Month-to-month,1,Electronic check
224,1963-SVUCV,Male,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,No,1,45.3,45.3,Yes,1,DSL,1,Month-to-month,1,Electronic check
225,1976-AZZPJ,Male,0,Yes,No,7,No,No phone service,1,Yes,Yes,No,No,No,No,1,No,2,34.2,256.6,No,1,DSL,1,Month-to-month,2,Mailed check
226,1976-CFOCS,Female,1,Yes,No,1,Yes,No,1,No,No,No,No,No,No,1,No,1,46.0,46,Yes,1,DSL,1,Month-to-month,1,Electronic check
227,1986-PHGZF,Male,1,No,No,18,Yes,Yes,1,Yes,Yes,No,No,No,No,1,Yes,4,58.4,964.9,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
228,2011-TRQYE,Male,0,No,No,18,No,No phone service,1,No,Yes,Yes,No,No,No,1,Yes,4,33.5,600,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
229,2027-OAQQC,Female,0,No,No,43,No,No phone service,1,No,No,Yes,No,Yes,Yes,1,Yes,3,49.05,2076.2,Yes,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
230,2038-YSEZE,Female,0,No,No,29,Yes,Yes,1,Yes,Yes,No,Yes,No,No,1,No,2,67.45,1801.1,No,1,DSL,1,Month-to-month,2,Mailed check
231,2041-JIJCI,Female,0,No,No,5,Yes,Yes,1,No,Yes,No,No,No,Yes,1,Yes,1,64.0,370.25,No,1,DSL,1,Month-to-month,1,Electronic check
232,2043-WVTQJ,Male,0,Yes,No,1,Yes,No,1,Yes,No,Yes,No,No,No,1,No,2,55.7,55.7,No,1,DSL,1,Month-to-month,2,Mailed check
233,2045-BMBTJ,Female,1,No,No,33,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,1,Yes,3,59.45,1884.65,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
234,2049-BAFNW,Female,0,No,No,1,No,No phone service,1,No,No,Yes,Yes,No,No,1,No,2,35.9,35.9,No,1,DSL,1,Month-to-month,2,Mailed check
235,2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,1,No,No,No,No,No,No,1,No,3,51.65,2838.55,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
236,2075-RMJIK,Female,0,Yes,Yes,5,Yes,No,1,Yes,No,No,No,No,No,1,Yes,2,49.4,232.55,No,1,DSL,1,Month-to-month,2,Mailed check
237,2082-CEFLT,Male,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,Yes,1,45.6,45.6,Yes,1,DSL,1,Month-to-month,1,Electronic check
238,2087-QAREY,Female,0,Yes,No,22,Yes,No,1,No,Yes,Yes,No,No,No,1,Yes,2,54.7,1178.75,No,1,DSL,1,Month-to-month,2,Mailed check
239,2091-MJTFX,Female,0,Yes,Yes,30,No,No phone service,1,No,No,No,Yes,Yes,Yes,1,No,4,51.2,1561.5,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
240,2100-BDNSN,Female,0,Yes,No,5,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,No,3,67.95,350.3,Yes,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
241,2103-ZRXFN,Male,0,No,No,1,Yes,Yes,1,No,No,No,No,No,No,1,No,2,50.75,50.75,No,1,DSL,1,Month-to-month,2,Mailed check
242,2108-GLPQB,Male,0,Yes,No,25,Yes,Yes,1,No,No,Yes,No,No,No,1,No,4,55.55,1405.3,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
243,2108-XWMPY,Male,0,No,No,3,No,No phone service,1,Yes,Yes,No,No,No,No,1,Yes,2,35.45,106.85,Yes,1,DSL,1,Month-to-month,2,Mailed check
244,2108-YKQTY,Female,0,No,No,4,Yes,No,1,No,Yes,No,No,No,No,1,No,4,50.7,151.3,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
245,2135-RXIHG,Male,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,Yes,1,45.65,45.65,Yes,1,DSL,1,Month-to-month,1,Electronic check
246,2141-RRYGO,Female,0,No,No,4,Yes,No,1,No,Yes,No,No,Yes,Yes,1,Yes,3,68.65,261.25,Yes,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
247,2150-UWTFY,Female,0,Yes,Yes,22,Yes,No,1,Yes,Yes,Yes,No,No,No,1,No,2,61.15,1422.05,Yes,1,DSL,1,Month-to-month,2,Mailed check
248,2155-AMQRX,Female,0,No,No,28,Yes,Yes,1,No,No,No,Yes,No,No,1,Yes,4,54.9,1505.15,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
249,2181-UAESM,Male,0,No,No,2,Yes,No,1,Yes,No,Yes,No,No,No,1,No,1,53.45,119.5,No,1,DSL,1,Month-to-month,1,Electronic check
250,2186-QZEYA,Female,1,No,No,29,Yes,Yes,1,Yes,Yes,No,No,No,No,1,Yes,3,58.55,1718.95,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
251,2187-LZGPL,Female,0,No,No,7,No,No phone service,1,No,Yes,No,No,No,Yes,1,Yes,4,40.1,293.3,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
252,2189-UXTKY,Female,0,Yes,No,22,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,1,Yes,1,79.2,1742.75,Yes,1,DSL,1,Month-to-month,1,Electronic check
253,2195-VVRJF,Male,1,Yes,No,18,Yes,No,1,Yes,No,No,No,No,Yes,1,Yes,4,59.1,1011.05,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
254,2202-OUTMO,Female,0,Yes,No,34,Yes,Yes,1,Yes,No,No,Yes,No,No,1,Yes,3,60.85,2003.6,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
255,2207-NHRJK,Male,0,No,No,1,Yes,No,1,No,Yes,No,No,No,No,1,No,1,50.8,50.8,Yes,1,DSL,1,Month-to-month,1,Electronic check
256,2207-OBZNX,Male,0,No,No,7,Yes,No,1,Yes,No,No,No,No,No,1,Yes,2,51.0,354.05,Yes,1,DSL,1,Month-to-month,2,Mailed check
257,2209-XADXF,Female,0,No,No,1,No,No phone service,1,No,No,No,No,No,No,1,No,3,25.25,25.25,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
258,2219-MVUSO,Male,0,No,No,8,Yes,No,1,No,No,No,No,No,No,1,Yes,2,45.15,438.4,Yes,1,DSL,1,Month-to-month,2,Mailed check
259,2229-VWQJH,Female,0,No,No,24,Yes,No,1,No,No,Yes,No,No,No,1,Yes,4,49.3,1233.25,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
260,2232-DMLXU,Female,0,Yes,No,1,Yes,No,1,No,No,No,No,Yes,No,1,No,2,55.2,55.2,Yes,1,DSL,1,Month-to-month,2,Mailed check
261,2235-DWLJU,Female,1,No,No,6,No,No phone service,1,No,No,No,No,Yes,Yes,1,Yes,1,44.4,263.05,No,1,DSL,1,Month-to-month,1,Electronic check
262,2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Yes,1,No,No,No,No,No,No,1,No,2,50.85,239.55,Yes,1,DSL,1,Month-to-month,2,Mailed check
263,2257-BOVXD,Male,0,Yes,No,14,Yes,Yes,1,No,No,No,Yes,Yes,No,1,Yes,4,66.6,979.5,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
264,2272-UOINI,Female,0,No,No,7,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,1,Yes,1,78.5,571.05,No,1,DSL,1,Month-to-month,1,Electronic check
265,2273-QCKXA,Male,0,No,No,1,Yes,No,1,No,No,No,Yes,No,No,1,No,2,49.05,49.05,No,1,DSL,1,Month-to-month,2,Mailed check
266,2275-RBYQS,Female,0,No,No,1,Yes,No,1,No,No,No,No,No,No,1,Yes,2,45.4,45.4,No,1,DSL,1,Month-to-month,2,Mailed check
267,2277-VWCNI,Female,1,No,No,4,Yes,Yes,1,No,No,No,No,No,No,1,No,2,48.75,179.85,No,1,DSL,1,Month-to-month,2,Mailed check
268,2294-DMMUS,Female,0,Yes,Yes,62,Yes,Yes,1,No,No,No,No,Yes,Yes,1,Yes,4,70.45,4300.45,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
269,2309-OSFEU,Male,0,No,No,10,No,No phone service,1,No,No,No,No,No,Yes,1,Yes,2,33.9,298.45,Yes,1,DSL,1,Month-to-month,2,Mailed check
270,2320-SLKMB,Female,0,No,No,26,No,No phone service,1,No,No,Yes,Yes,Yes,No,1,Yes,4,44.45,1183.8,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
271,2338-BQEZT,Female,0,No,No,55,Yes,No,1,Yes,No,No,No,No,No,1,Yes,4,50.55,2832.75,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
272,2346-DJQTB,Female,0,No,No,35,No,No phone service,1,No,No,No,No,No,No,1,No,1,24.15,812.5,No,1,DSL,1,Month-to-month,1,Electronic check
273,2363-BJLSL,Male,0,No,No,62,Yes,No,1,No,Yes,Yes,Yes,Yes,Yes,1,Yes,3,80.4,4981.15,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
274,2372-HWUHI,Male,0,No,No,2,Yes,No,1,No,No,No,No,No,No,1,No,1,44.35,81.25,Yes,1,DSL,1,Month-to-month,1,Electronic check
275,2373-NTKOD,Male,0,No,No,8,Yes,No,1,No,No,No,No,Yes,Yes,1,Yes,1,66.25,546.45,No,1,DSL,1,Month-to-month,1,Electronic check
276,2386-LAHRK,Male,0,No,No,1,Yes,No,1,No,No,No,No,Yes,No,1,Yes,2,53.5,53.5,Yes,1,DSL,1,Month-to-month,2,Mailed check
277,2391-SOORI,Male,0,No,Yes,4,Yes,No,1,Yes,No,No,No,No,No,1,No,1,49.35,219.65,Yes,1,DSL,1,Month-to-month,1,Electronic check
278,2408-PSJVE,Male,0,Yes,Yes,44,Yes,No,1,No,Yes,Yes,Yes,No,No,1,Yes,2,61.9,2924.05,No,1,DSL,1,Month-to-month,2,Mailed check
279,2408-WITXK,Female,1,No,No,10,No,No phone service,1,No,No,No,No,No,Yes,1,Yes,1,34.7,329.8,Yes,1,DSL,1,Month-to-month,1,Electronic check
280,2433-KMEAS,Male,0,No,No,22,Yes,Yes,1,Yes,No,No,No,No,No,1,Yes,1,54.45,1127.35,Yes,1,DSL,1,Month-to-month,1,Electronic check
281,2436-QBZFP,Female,0,Yes,Yes,22,No,No phone service,1,No,Yes,No,No,Yes,No,1,No,1,39.2,849.9,No,1,DSL,1,Month-to-month,1,Electronic check
282,2446-ZKVAF,Male,0,Yes,No,18,Yes,Yes,1,No,Yes,No,No,No,No,1,No,4,56.8,1074.65,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
283,2458-EOMRE,Female,0,No,No,11,Yes,No,1,Yes,No,Yes,No,No,Yes,1,No,3,64.05,733.95,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
284,2460-FPSYH,Female,1,No,No,40,No,No phone service,1,Yes,Yes,No,No,Yes,Yes,1,Yes,1,55.8,2109.35,Yes,1,DSL,1,Month-to-month,1,Electronic check
285,2474-LCNUE,Female,0,Yes,No,23,Yes,Yes,1,No,No,No,Yes,Yes,Yes,1,Yes,4,73.65,1642.75,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
286,2478-EEWWM,Male,0,Yes,No,59,No,No phone service,1,No,No,No,No,Yes,Yes,1,Yes,1,44.3,2666.75,No,1,DSL,1,Month-to-month,1,Electronic check
287,2480-SQIOB,Male,0,Yes,Yes,4,Yes,No,1,No,No,No,No,No,No,1,No,1,44.8,169.65,No,1,DSL,1,Month-to-month,1,Electronic check
288,2485-ITVKB,Female,0,Yes,No,2,No,No phone service,1,No,No,No,No,No,Yes,1,Yes,1,35.1,68.75,Yes,1,DSL,1,Month-to-month,1,Electronic check
289,2495-INZWQ,Male,0,No,No,4,No,No phone service,1,No,No,No,No,Yes,Yes,1,Yes,1,44.55,174.3,Yes,1,DSL,1,Month-to-month,1,Electronic check
290,2519-ERQOJ,Male,1,No,No,33,No,No phone service,1,No,No,Yes,Yes,Yes,Yes,1,Yes,1,54.6,1803.7,No,1,DSL,1,Month-to-month,1,Electronic check
291,2533-TIBIX,Male,0,Yes,Yes,15,No,No phone service,1,Yes,No,No,No,No,No,1,Yes,3,30.2,469.65,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
292,2538-OIMXF,Female,0,No,Yes,1,No,No phone service,1,No,No,No,No,No,No,1,No,2,24.7,24.7,No,1,DSL,1,Month-to-month,2,Mailed check
293,2582-FFFZR,Female,0,No,No,22,No,No phone service,1,No,No,Yes,No,Yes,Yes,1,Yes,1,50.6,1073.3,No,1,DSL,1,Month-to-month,1,Electronic check
294,2585-KTFRE,Male,0,No,Yes,1,Yes,No,1,Yes,Yes,No,Yes,No,Yes,1,Yes,3,70.45,70.45,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
295,2586-CWXVV,Male,0,Yes,No,54,No,No phone service,1,No,Yes,No,No,No,No,1,No,1,30.4,1621.35,No,1,DSL,1,Month-to-month,1,Electronic check
296,2592-SEIFQ,Male,0,No,No,3,No,No phone service,1,No,No,No,No,No,No,1,No,1,24.75,66.95,Yes,1,DSL,1,Month-to-month,1,Electronic check
297,2604-XVDAM,Female,0,No,No,12,Yes,No,1,No,No,No,No,No,No,1,No,3,43.8,540.95,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
298,2606-RMDHZ,Male,0,No,No,6,No,No phone service,1,No,Yes,No,No,No,No,1,Yes,4,30.5,208.7,Yes,1,DSL,1,Month-to-month,4,Credit card (automatic)
299,2607-FBDFF,Male,0,No,No,1,Yes,No,1,No,No,No,Yes,No,No,1,No,4,49.0,49,No,1,DSL,1,Month-to-month,4,Credit card (automatic)
300,2616-UUTFK,Male,0,Yes,No,33,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,1,Yes,3,72.75,2447.45,No,1,DSL,1,Month-to-month,3,Bank transfer (automatic)
301,2625-TRCZQ,Female,0,Yes,No,51,No,No phone service,1,No,Yes,No,No,Yes,Yes,1,Yes,1,49.65,2553.35,No,1,DSL,1,Month-to-month,1,Electronic check
302,2626-URJFX,Male,0,Yes,Yes,4,Yes,Yes,1,No,No,No,No,No,No,1,Yes,1,50.9,225.6,Yes,1,DSL,1,Month-to-month,1,Electronic check
303,2636-OHFMN,Male,0,Yes,No,4,No,No phone service,1,No,Yes,No,No,Yes,Yes,1,Yes,1,48.55,201,Yes,1,DSL,1,Month-to-month,1,Electronic check
304,2637-FKFSY,Female,0,Yes,No,3,Yes,No,1,No,No,No,No,No,No,1,Yes,2,46.1,130.15,No,1,DSL,1,Month-to-month,2,Mailed check
305,2672-DZUOY,Male,0,No,No,1,No,No phone service,1,No,No,No,No,No,No,1,Yes,1,25.15,25.15,Yes,1,DSL,1,Month-to-month,1,Electronic check
